Total solar irradiance (W/m2),Air temperature  (°C) ,Relative humidity (%),Power (MW)
171.38,13.81583516,50.27165625,3.08
120.39,12.85750309,50.81359818,2.91
78.39,13.20817143,43.33971665,1.7
48.16,13.04586389,49.79457713,0.74
19.73,11.36289301,51.17186999,0.36
0.0,12.61715829,46.62629408,0.18
0.0,12.81785343,56.47818471,0.07
0.0,12.83226015,56.92823803,0.0
0.0,11.17802431,53.40608092,0.0
0.0,12.1091365,58.1899207,0.0
0.0,10.91275011,57.07583863,0.0
0.0,10.40042873,55.8751432,0.0
0.0,11.00637171,54.7503691,0.0
13.22,8.597537699,70.98330917,0.07
28.53,8.933631997,78.97573073,0.17
51.48,7.68012753,70.93383571,0.35
89.33,7.711562715,80.80144323,0.72
122.51,9.691455729,67.62667947,1.36
191.64,9.665098778,71.85840668,1.99
229.02,9.418522718,64.22862752,2.89
268.65,9.44733017,66.57087673,2.73
290.98,10.41762116,62.68475927,3.1
372.28,10.14982362,66.66490742,3.57
358.54,12.30277496,61.49569561,3.46
408.11,11.41532703,63.09041442,3.5
449.75,12.37596803,51.68838631,4.19
446.71,14.02209638,60.51803254,4.62
492.56,12.26544037,54.91799617,4.75
515.89,13.89636108,48.05868874,4.78
516.94,12.68542141,56.63581804,4.87
511.4,13.47256216,53.15611544,5.38
519.06,13.66984355,53.68617933,5.02
550.93,12.35254427,49.77069511,4.63
518.07,15.46784557,47.00857069,5.21
495.52,15.40713637,47.23785502,5.93
570.01,12.71013209,51.10945705,6.34
609.47,14.77746077,46.75745345,5.93
563.74,14.85925415,49.57900655,5.16
488.82,15.02246793,47.35621943,5.73
532.51,13.52233342,46.49702107,5.26
536.47,14.86176019,47.36860251,5.38
434.05,15.87550234,46.87611158,4.52
411.75,14.08824821,47.96961647,4.86
377.16,14.21391183,44.67930476,4.65
343.71,15.12702438,55.43610872,4.47
324.81,13.37630654,51.2994726,3.75
293.42,11.27398789,54.04006766,2.99
238.08,11.04943451,51.76985149,3.26
199.98,11.13155166,57.87729621,2.73
126.5,11.28479263,53.94991622,2.57
97.12,10.40189376,58.1082763,1.38
56.7,9.919121233,56.63173589,0.79
25.22,10.27092103,54.37487637,0.42
0.0,10.23097727,56.98935701,0.13
0.0,10.1249979,56.9834054,0.07
0.0,9.760751271,64.90865793,0.0
0.0,9.841304094,65.00039087,0.0
0.0,8.164337359,62.15829881,0.0
0.0,7.498826764,61.57866779,0.0
0.0,7.323784322,60.47235774,0.0
0.0,7.243511243,69.23243835,0.0
15.84,2.594604725,70.97654831,0.06
40.62,2.682545917,74.90856337,0.14
59.04,3.213750984,66.59530542,0.36
108.21,3.820043925,64.78204988,0.65
130.75,3.368157095,75.72338066,1.08
169.67,3.638666695,61.94386578,1.83
257.05,4.724426849,63.36521686,2.59
271.55,5.307978838,65.74512162,3.16
317.81,5.182500031,60.16300214,2.73
359.31,5.473927786,57.17338899,2.83
433.64,6.355358023,60.82690424,3.18
437.79,7.027844476,49.59715734,3.11
430.11,7.56645936,51.447633,3.21
413.44,7.344885071,47.78598637,3.19
519.7,9.779456339,46.56761088,3.3
439.88,8.513451169,49.72859878,3.54
539.05,9.249740647,44.19324073,3.68
533.08,8.723140791,46.57746333,4.03
577.96,9.904177357,43.61577698,3.99
530.53,9.731444486,43.67004124,3.94
570.45,9.054440557,44.39490016,4.46
514.66,10.87210449,45.45519583,4.92
629.73,9.326331559,46.58380223,4.5
532.5,10.83614169,39.70325363,4.3
516.13,10.63996805,46.49945198,4.34
523.62,10.96766545,41.46644885,4.72
525.72,10.81022398,44.83347687,4.98
527.61,11.8432807,40.27958465,3.85
515.04,11.64050965,37.92972412,3.1
443.67,10.97763375,44.97204293,3.51
390.38,9.990254508,43.32164662,3.22
405.82,10.91482477,44.61110516,2.81
326.56,9.63439335,48.27709723,3.02
255.05,10.90942999,49.38384949,1.94
255.96,9.202055155,43.93007763,1.5
203.16,9.271770177,52.62537168,1.24
147.35,9.305185284,54.52044094,0.79
92.35,9.172792016,50.20423789,0.33
56.98,9.409676038,49.37543594,0.2
26.02,8.338495279,56.14147111,0.11
0.0,8.239458317,61.39820466,0.04
0.0,6.944680798,54.6139975,0.02
0.0,8.155501953,55.7022229,0.0
0.0,7.808654946,58.07692139,0.0
0.0,6.125289662,59.11497339,0.0
0.0,6.394633633,67.48928838,0.0
0.0,6.666581884,61.32440936,0.0
0.0,5.694829981,63.97706611,0.0
20.31,2.535019354,72.28661046,0.08
52.1,2.922851729,63.17617394,0.17
75.61,3.282942465,68.10296613,0.49
120.14,4.174674146,62.46612334,0.81
188.17,4.485069233,60.83979717,1.3
254.46,5.352940904,63.52135161,2.37
293.68,5.338267472,63.63364785,2.67
390.16,6.923653162,53.93367886,3.05
448.36,7.468184236,55.88866152,3.33
435.91,7.751174033,55.45727046,3.23
534.89,8.341936722,49.78586397,3.8
474.41,11.49079521,50.54859493,3.06
488.03,10.94488181,52.6684099,3.54
552.44,12.27817526,47.69206925,3.5
584.44,14.12209258,41.62640606,3.6
577.51,12.71650035,45.54146507,4.49
572.79,13.38860189,43.82313792,4.62
540.32,15.30131194,41.25711371,5.05
685.32,13.17132277,38.91571862,5.69
686.51,15.70899385,45.11049311,5.86
648.94,14.44821696,42.87196655,5.04
636.75,16.15521102,39.44366456,4.68
654.83,16.91728186,43.69050193,5.57
663.58,16.14204067,42.8985808,5.42
570.59,16.02399015,41.20153355,5.11
625.26,18.66256632,42.03834761,4.54
584.6,15.39347308,41.30363539,4.43
594.5,16.96191302,44.90166222,4.32
556.84,16.87928102,43.53221638,5.18
559.04,16.10507234,36.9359887,4.34
486.85,18.24388244,40.31989228,4.51
376.37,18.18660886,44.54051399,3.89
283.17,15.38833043,41.03597885,3.28
229.58,15.21480861,43.5962662,2.88
191.76,13.87345289,49.36929853,2.77
186.96,14.4850001,45.41934432,2.72
132.17,16.48739874,50.42864106,1.95
92.29,14.67139908,51.8414579,1.13
52.06,14.71357997,53.95499116,0.67
18.26,12.57864169,57.90199807,0.33
0.0,12.16358275,57.77443058,0.14
0.0,11.78393961,52.42292012,0.07
0.0,12.00032292,62.12928532,0.0
0.0,12.02794805,56.83844997,0.0
0.0,11.06695216,63.00665977,0.0
0.0,11.4909921,55.13355399,0.0
0.0,9.590519757,60.56462106,0.0
0.0,9.699808911,60.80950824,0.0
19.18,3.881273271,82.34319355,0.13
40.86,4.548501055,77.26163918,0.27
67.52,4.645125981,86.18330176,0.78
102.4,5.285679542,73.79649179,1.44
149.86,5.162595414,75.57551009,2.34
244.01,5.51687449,86.6110479,3.14
241.22,6.120702457,71.00320493,2.94
365.53,7.164237012,73.23341778,3.39
335.35,8.068311783,70.7598911,3.17
441.73,7.550803084,66.94959146,3.56
409.75,9.399596516,66.63964437,3.76
506.74,10.14660794,69.92267973,4.42
557.26,9.6405401,67.14143015,4.84
577.0,10.98908686,59.93450147,5.03
595.27,11.84948107,52.51889415,4.45
504.43,12.753072,51.99498508,4.63
516.03,13.25747018,49.95282909,5.32
641.08,15.17371231,53.96087428,5.01
597.03,13.37065925,49.9803953,4.67
617.59,12.86736778,55.2719359,4.67
635.6,15.61725364,50.32616175,5.55
580.85,14.90399466,43.54699655,5.41
648.27,13.39894029,51.72208976,5.9
656.89,13.95720496,42.75482215,5.07
585.82,17.21847213,50.97719311,5.13
698.87,15.68320833,47.8428622,5.61
618.36,15.38787703,44.17518586,5.38
604.87,16.23792346,44.10115609,5.09
567.69,14.03377957,48.06937511,4.45
564.39,16.53033151,42.52464564,4.09
422.56,13.80700104,51.46507456,3.77
396.62,16.72131029,53.15008472,3.22
378.66,13.96411182,51.11690096,3.11
305.98,15.22046978,49.68343504,2.48
268.5,15.72236857,57.1557443,2.03
205.75,14.05247301,51.22036427,1.23
162.96,13.7606693,65.85577907,0.8
105.01,11.61878529,64.16141578,0.6
72.41,12.78382086,57.56576394,0.39
28.07,11.41074581,66.02082831,0.21
0.0,10.52944369,68.38737028,0.08
0.0,11.925149,71.65056159,0.04
0.0,10.48487087,68.10038412,0.0
0.0,10.11234005,68.12945193,0.0
0.0,10.98975955,67.99792633,0.0
0.0,10.40768598,77.54320111,0.0
0.0,8.709468927,68.72956701,0.0
0.0,9.176831025,73.13729241,0.0
17.72,5.828700552,100.0,0.26
41.35,6.819977887,99.6907933,0.53
69.52,6.415830062,94.65584912,1.46
135.45,7.255110224,91.14547831,2.75
167.56,8.049807747,89.1150057,4.38
241.02,8.296435944,92.40362101,6.51
267.53,8.327406639,85.26374447,6.25
317.96,8.702340183,83.1283573,7.26
377.43,11.37344637,74.20263006,9.02
419.73,12.1813222,78.41050331,11.67
488.78,11.36565837,79.67157803,12.56
545.72,12.08886786,71.00409648,13.11
554.69,14.71317084,68.54407377,12.93
594.59,13.7746279,57.32386451,14.45
570.0,17.25885457,66.30556176,15.08
596.08,14.90748104,59.83272869,16.31
636.17,17.11425506,58.42588865,15.0
669.61,19.67716146,59.91837767,18.34
728.69,19.23192534,62.77408941,19.57
594.15,20.46827247,50.7900703,17.0
689.47,18.05446092,57.76814025,17.59
670.83,19.02332648,56.30778835,18.74
734.17,17.28615256,57.57165387,19.17
775.63,17.8995174,54.21734532,18.22
707.59,20.390052,46.93795553,16.66
678.02,21.1719477,48.79013434,16.65
717.04,20.35114547,49.8686318,15.81
652.91,22.37194733,51.65164046,18.1
563.41,20.97062194,50.63386178,15.62
534.75,19.79946982,53.04732762,15.73
487.45,17.43329361,53.01691032,12.13
435.44,21.08487585,53.69943377,12.87
412.45,19.93446692,55.88679609,8.63
352.06,19.12943042,63.47675729,7.89
316.9,17.92259418,65.37834405,6.41
242.67,15.57131826,57.44288815,4.56
176.57,17.59107051,58.28764338,4.45
113.17,17.60101549,60.8590941,2.84
79.41,14.15956112,72.51553981,1.85
27.37,15.35824134,63.33755533,0.73
0.0,16.33083702,72.50614346,0.31
0.0,13.05421419,73.59713927,0.15
0.0,16.01362241,78.64070521,0.0
0.0,14.29786572,81.26163309,0.0
0.0,15.24997211,68.3763426,0.0
0.0,12.72519245,84.57371523,0.0
0.0,12.26528094,87.90588071,0.0
0.0,12.69063228,74.1058673,0.0
14.54,8.650936816,75.34454097,0.22
34.19,8.520732788,60.56554565,0.45
69.3,9.070508747,68.54711563,1.22
94.12,10.38999162,71.71186259,2.45
134.04,10.60461324,67.30199543,3.09
213.85,10.80748028,67.66097611,4.76
242.33,11.63777951,56.9117412,5.0
266.27,10.03217777,62.68780747,5.95
353.39,11.38544337,56.76293587,6.98
385.75,11.55848967,59.20684487,6.31
380.35,14.54046627,60.31954946,6.38
409.71,13.20388702,47.93651215,8.05
396.35,14.98551148,52.62630918,8.41
428.37,15.94795481,51.85742397,8.46
448.61,15.37556918,46.95123528,9.91
475.77,14.05770348,45.74539753,9.93
476.4,14.52462443,52.08381967,9.26
528.13,14.49841855,47.80043444,12.46
558.2,14.92800564,44.23312321,12.68
463.05,17.45593974,52.73138925,14.36
514.64,17.00388443,47.67277464,14.16
493.77,14.10624605,44.20735603,13.69
519.74,14.74587291,48.15030865,14.62
570.17,15.13436786,48.16814562,14.26
551.16,17.93540247,44.34699745,15.13
496.03,17.80227748,50.44824606,13.83
576.99,17.5771503,50.79325897,14.64
455.34,17.3840646,52.04279404,12.46
523.76,17.28350507,49.5121622,11.32
411.93,17.25436717,45.0387201,10.43
377.95,15.54890639,44.14215888,8.26
349.33,14.72904462,48.8329247,7.42
293.16,14.28680371,49.33186182,7.38
245.59,15.29531905,51.45229484,5.98
242.87,16.76092639,55.10852316,4.53
181.48,13.77046384,46.89524976,4.53
128.69,13.31205908,52.47999795,3.52
102.96,13.72232946,53.89099675,2.65
54.72,12.25417685,59.36178056,1.64
22.8,13.61195974,49.13890872,0.72
0.0,12.75909572,58.40352226,0.27
0.0,12.89200895,53.28264072,0.14
0.0,13.401158,53.19796048,0.0
0.0,12.97334024,63.27854884,0.0
0.0,13.43571551,60.42205639,0.0
0.0,12.52316986,60.55516546,0.0
0.0,12.84815972,53.2235016,0.0
0.0,10.26978009,60.69125623,0.0
25.95,5.065350796,90.50853653,0.34
27.49,4.862118474,81.00772582,0.57
46.76,5.851039844,84.09971428,1.57
74.98,6.412122564,77.38459483,3.1
114.43,7.304328004,82.04136333,4.47
141.69,7.397488837,83.28233017,5.99
173.44,7.595910921,76.79545848,6.97
258.78,7.823514426,74.61656949,7.89
284.75,9.041083859,76.64274767,8.2
312.44,8.944388304,66.16392904,7.69
355.78,9.415745273,61.64617156,11.87
368.56,11.73436422,69.69492685,13.61
361.55,12.35309997,60.69751423,14.87
349.81,11.63317825,54.39677503,13.97
389.57,12.92159047,53.67976322,15.44
422.28,12.83767012,48.50825888,14.99
424.16,13.33991657,54.84892506,17.22
407.4,15.50549172,50.57201882,19.24
391.29,15.79112862,55.96754443,19.39
437.32,13.06121975,51.76382245,20.01
492.3,16.4136148,43.1866889,18.78
423.61,14.0563519,50.30066267,16.98
409.66,16.09187758,44.99468167,18.56
470.6,15.24963698,46.7578257,16.8
480.82,17.31080812,45.53023042,21.01
457.23,17.91881511,40.24020444,17.9
467.12,17.28307516,40.40698874,18.62
450.74,15.32470482,48.65502324,15.5
367.32,14.38402593,46.77210303,17.19
352.26,17.62004985,40.88010747,15.53
299.0,17.32472349,43.93480525,13.02
312.36,14.61035491,49.38078392,10.27
225.18,16.33067529,43.87323254,9.79
227.21,14.7329216,47.30772233,9.98
169.41,16.27226987,53.36089106,7.15
144.47,16.06298813,53.04477953,6.69
111.7,14.59883793,52.76767803,4.92
76.35,13.56608584,56.99137728,3.53
41.5,14.14736396,59.44562271,1.91
20.78,13.8520234,63.82199821,0.74
0.0,12.41567258,66.06733619,0.37
0.0,12.45496102,65.42107684,0.0
0.0,11.67325391,68.40177805,0.0
0.0,11.78706697,70.92494212,0.0
0.0,11.36553609,73.11731072,0.0
0.0,9.371287751,77.50461462,0.0
0.0,9.950841876,72.88178337,0.0
0.0,10.84516664,73.3048554,0.0
22.12,6.789979335,75.92635199,0.24
32.31,7.64888607,74.42415936,0.52
43.57,8.279983094,80.04412762,1.17
70.54,8.984857295,77.06589637,2.58
98.71,8.500600384,71.19388441,3.74
171.47,10.35234009,76.72197999,6.09
220.47,10.35393534,74.41095185,5.46
269.83,10.20900819,70.91549078,6.51
262.32,10.51789806,68.99984178,7.25
366.24,14.06733293,59.81246828,9.34
354.88,14.41220236,59.23192824,11.46
355.6,14.3081532,58.53482257,11.61
343.78,15.31715474,59.36562316,11.3
358.07,16.56014585,54.99862589,13.45
468.25,15.42381891,52.61952719,12.3
421.9,15.96261417,46.09781654,14.31
406.17,17.13018444,49.86647428,15.62
476.21,19.78894524,48.81833259,16.76
504.77,19.82824393,45.95969876,16.94
451.07,19.65733136,47.55028736,17.35
493.95,19.42511367,51.24168196,17.03
448.93,17.92248661,49.85923889,18.6
535.0,20.77669407,44.50770926,15.6
444.95,18.43632702,40.67803476,16.16
524.94,21.62346708,41.91095952,17.59
543.12,21.1477104,45.14038568,14.92
456.26,20.75954663,44.80986672,17.38
425.94,21.06314815,41.45254428,15.74
455.31,19.86769704,45.21481742,15.37
452.11,21.01458391,48.58498305,14.59
367.94,18.36556057,47.7632061,10.32
320.65,21.34762593,42.36501724,9.1
287.1,16.72931327,44.70679994,8.57
243.26,16.30610429,50.56430669,6.69
177.71,17.23865611,45.72849474,3.92
165.02,15.67302062,47.05797094,4.16
113.68,18.87809712,59.5543855,3.62
82.83,14.67577061,59.67181577,2.3
47.23,15.92488725,61.63481398,1.16
19.45,16.93301414,56.28203643,0.47
0.0,15.00878256,54.50933851,0.23
0.0,15.81663023,64.50308516,0.0
0.0,15.06082151,59.30565381,0.0
0.0,14.86696606,62.0227011,0.0
0.0,14.83088271,64.63125428,0.0
0.0,12.81293781,58.81111478,0.0
0.0,15.84908362,56.70147589,0.0
0.0,15.4154443,57.24165858,0.0
0.0,10.7607951,92.15094638,0.36
0.0,11.0769284,84.34358817,0.69
13.2,9.303001103,94.94082394,1.58
21.39,9.060332367,89.90100845,2.93
42.99,10.81213981,93.22708502,4.59
62.49,9.817607444,91.724173,5.61
77.7,9.872526797,84.83799703,6.67
98.31,11.15378415,93.33891949,8.03
115.66,11.05737111,89.46994532,9.2
114.8,10.73709878,82.18989589,10.34
137.93,11.23234374,90.17295862,11.32
149.18,13.07613994,76.03937763,12.12
130.85,12.35652671,79.4533022,14.67
148.16,12.06176494,78.71207825,13.5
153.69,12.49092634,78.72616039,15.91
152.11,12.26284173,77.39930608,17.6
150.03,14.1942404,75.57889862,16.46
164.81,13.78834109,83.36701006,20.27
188.15,13.01924627,67.96373389,17.47
167.34,13.5648645,70.86615103,20.23
191.34,13.23466186,70.8434794,18.98
192.54,12.29928081,68.10855374,18.53
182.85,14.56878314,79.72643132,18.46
189.1,13.30674098,79.60620947,20.71
188.59,12.43358747,78.65624206,18.51
194.72,12.91228328,68.56483665,17.05
189.92,12.94300462,77.9301729,18.98
165.2,13.1233023,78.77234307,16.22
192.18,14.64660966,72.28295279,15.45
153.83,13.02977416,65.92079426,17.62
144.66,14.76509118,72.70429918,15.11
160.12,12.95775353,77.24411028,11.99
121.99,14.82210333,66.00528744,11.83
132.56,13.60422294,67.3259028,10.56
109.84,11.85832501,70.88222932,8.02
92.49,14.56227455,81.58621453,7.62
82.89,12.11273831,67.06936825,4.77
59.83,13.37268209,72.61427179,4.04
34.12,11.68263847,82.44615518,2.14
15.89,11.50257948,79.15269148,0.91
0.0,11.83376745,73.71915405,0.39
0.0,12.7233679,72.62348477,0.0
0.0,11.43075359,69.65390818,0.0
0.0,13.01455374,81.89756009,0.0
0.0,10.91650135,75.12853401,0.0
0.0,11.10157981,72.89819987,0.0
0.0,11.90008329,72.09774961,0.0
0.0,11.99829047,76.66804052,0.0
17.65,5.98459108,99.29632983,0.34
19.23,6.329339642,88.99720258,0.61
32.27,7.264758098,85.48176193,1.41
65.86,6.116464033,97.33651812,2.88
103.79,6.34204728,92.61531043,4.06
142.09,6.357090132,99.80245674,5.52
166.48,8.212019987,79.84570671,6.3
210.85,7.596744034,81.26899355,7.67
289.06,8.696140753,77.20070211,10.08
285.61,8.858381063,85.19032234,9.87
362.19,8.841062522,78.45742173,12.07
384.66,9.353905051,79.27790447,11.76
358.97,10.66331033,68.74262664,14.99
388.4,11.24387404,59.13040625,13.16
397.64,10.98110063,63.45304704,17.78
407.36,12.02769583,66.79884378,18.19
458.22,12.88199152,55.13170983,18.27
528.75,12.81343947,55.108567,19.06
509.57,14.0218363,54.19411887,17.46
477.74,14.66762935,51.11785418,18.94
570.46,14.17553995,52.86963592,18.89
574.64,12.90266716,49.74418397,19.89
532.27,15.43894261,48.83131893,19.17
560.46,13.1844173,50.7228989,18.56
616.59,15.04324074,46.38078491,18.05
555.74,14.4523552,51.05763419,17.09
573.43,14.78798635,51.91204199,18.81
490.92,14.22771871,53.93563643,15.59
582.39,13.35268453,46.27857897,17.58
471.19,14.07583308,50.29217966,14.13
432.53,13.24949646,53.75537138,14.32
355.75,13.98486452,47.20774926,14.78
303.05,13.94746645,52.80186546,10.84
269.54,12.7002951,50.86069862,10.02
230.98,14.260998,55.8513885,7.8
197.43,14.63912873,59.56961295,7.12
165.62,12.3923447,62.33883508,5.28
104.75,12.5669589,68.14265321,3.96
61.58,12.91715581,68.89529859,2.01
29.91,10.73823362,71.79441132,0.85
0.0,12.05219187,66.09462427,0.46
0.0,12.35553,61.73135306,0.0
0.0,12.18488394,63.38523259,0.0
0.0,9.477815782,77.05335719,0.0
0.0,10.87397737,81.10361717,0.0
0.0,11.13007051,67.55868949,0.0
0.0,9.651028284,78.37775064,0.0
0.0,8.421781524,82.05469475,0.0
11.81,11.9087244,84.85878728,0.2
14.89,12.96799829,79.87903721,0.37
19.96,11.92315413,73.70380451,0.88
24.78,12.19393512,76.90423303,1.91
41.79,11.45264161,76.63649353,2.83
52.69,11.20003139,74.73867748,3.11
76.48,12.69694995,70.37677663,3.47
89.3,13.79735818,70.42338061,3.99
100.29,13.66458096,71.54181722,4.71
113.64,11.90263225,75.7285645,5.86
130.68,13.6042183,70.62726685,5.59
149.45,13.57762479,67.43019757,5.41
174.34,12.47830822,70.28446925,6.71
183.93,13.18433013,77.79611866,6.44
230.13,13.23165456,77.72787154,7.27
206.88,15.99183097,65.91077465,7.32
230.51,15.42223156,72.37482291,7.51
282.31,16.67553815,74.55502643,7.54
314.51,14.01603897,66.4999493,9.55
351.02,14.52194907,59.21072149,10.06
296.44,17.30262898,64.96400367,10.97
378.38,17.51546051,63.50586035,11.13
352.85,17.36752971,55.55334149,11.1
355.14,18.28657204,63.49119394,11.51
387.65,18.26561358,54.06871839,10.36
422.01,16.8407546,55.61812734,11.12
390.2,18.13182355,58.26438942,10.7
393.78,16.35665877,54.40327285,11.32
321.25,17.70696132,62.07094821,9.05
296.25,17.18971534,60.77587827,5.7
254.73,19.35541604,59.61587547,6.8
272.77,15.29066924,56.69420103,5.36
200.16,17.41146064,65.71193523,5.61
174.72,18.43609958,66.1330914,4.56
163.57,16.86336535,58.17100147,3.97
123.41,16.80242382,62.888812,3.07
92.7,16.71323246,69.59810364,2.83
63.83,16.54733332,59.90805381,2.02
43.57,15.13321486,66.05017765,0.9
19.38,13.55136014,59.74606737,0.38
0.0,13.2018237,71.08402994,0.18
0.0,15.99063602,67.745158,0.0
0.0,14.0982668,72.6366291,0.0
0.0,15.8660006,65.55824923,0.0
0.0,15.36570981,67.07182035,0.0
0.0,15.39044869,68.53820199,0.0
0.0,12.42960895,63.98313603,0.0
0.0,14.08596247,63.25817345,0.0
0.0,4.148323986,100.0,0.22
0.0,3.815826991,100.0,0.39
0.0,3.569681235,100.0,0.98
13.06,3.175665558,100.0,1.79
19.98,3.179711792,100.0,3.54
31.7,3.560249061,95.55376897,5.22
50.28,3.32545211,100.0,5.67
58.52,3.256794227,94.58089909,6.19
74.55,3.457897,94.16318068,7.39
67.11,4.126243937,100.0,10.04
71.8,4.164983911,97.05622002,11.86
82.35,3.78903363,95.78339105,12.56
80.88,4.380270595,95.00688875,12.98
77.01,3.682845857,100.0,13.21
82.17,4.43003051,94.16497269,13.47
72.25,3.976279901,88.24314645,16.1
90.24,4.031168847,100.0,15.54
80.38,4.243752315,100.0,16.48
88.99,3.757087701,96.63351584,16.57
87.59,3.709935115,89.09007688,18.91
73.43,3.729699902,97.09117586,17.44
91.38,3.950766032,88.38543592,20.17
82.87,4.054509366,95.69965216,19.94
81.1,3.957721903,90.38817893,17.0
75.32,4.30839344,86.36504059,16.95
89.82,3.733676898,93.91329209,19.59
81.8,4.047506281,93.36079293,16.68
79.4,3.459443598,100.0,16.01
65.35,3.649049054,100.0,17.27
65.57,4.277782918,87.50575743,14.3
64.48,4.11444419,100.0,14.11
58.88,3.536240195,92.54757072,10.97
49.87,3.694610905,100.0,10.3
38.79,3.456833006,99.30988474,8.23
29.06,3.910256061,100.0,7.84
29.94,3.565022584,95.41752013,4.5
23.12,3.907705903,98.59105507,4.11
13.53,3.739376964,100.0,2.89
0.0,3.602864601,92.32390706,1.58
0.0,3.421842056,100.0,0.59
0.0,3.610710854,93.02656935,0.31
0.0,3.63526518,100.0,0.0
0.0,3.74300845,100.0,0.0
0.0,3.218447189,100.0,0.0
0.0,3.470052888,100.0,0.0
0.0,3.00758755,100.0,0.0
0.0,3.226175771,100.0,0.0
0.0,3.183609167,100.0,0.0
0.0,1.984512995,89.76045863,0.18
